npc,48000,1500000000
npc,48001,1500000001
npc,48002,1500000002
npc,48029,1500000003
npc,48038,1500000004
npc,48040,1500000005
npc,48041,1500000006
npc,48049,1500000007
npc,48054,1500000008
npc,48057,1500000009
npc,48058,1500000010
npc,48059,1500000011
npc,48060,1500000012
npc,48062,1500000013
npc,48064,1500000014
npc,48065,1500000015
npc,48066,1500000016
npc,48067,1500000017
npc,48069,1500000018
npc,48070,1500000019
npc,48071,1500000020
npc,48073,1500000021
npc,48074,1500000022
npc,48077,1500000023
npc,48079,1500000024
npc,48081,1500000025
npc,48083,1500000026
npc,48084,1500000027
npc,48087,1500000028
npc,48089,1500000029
npc,48090,1500000030
npc,48093,1500000031
npc,48094,1500000032
npc,48095,1500000033
npc,48097,1500000034
npc,48098,1500000035
npc,48099,1500000036
npc,48100,1500000037
npc,48102,1500000038
npc,48103,1500000039
npc,48104,1500000040
npc,48106,1500000041
npc,48107,1500000042
npc,48109,1500000043
npc,48110,1500000044
npc,48113,1500000045
npc,48116,1500000046
npc,48117,1500000047
npc,48120,1500000048
npc,48123,1500000049
npc,48126,1500000050
npc,48129,1500000051
npc,48131,1500000052
npc,48132,1500000053
npc,48133,1500000054
npc,48135,1500000055
npc,48138,1500000056
npc,48140,1500000057
npc,48142,1500000058
npc,48144,1500000059
npc,48146,1500000060
npc,48154,1500000061
npc,48157,1500000062
npc,48163,1500000063
npc,48164,1500000064
npc,48173,1500000065
npc,48177,1500000066
npc,48182,1500000067
npc,48187,1500000068
npc,48188,1500000069
npc,48194,1500000070
npc,48196,1500000071
npc,48197,1500000072
npc,48199,1500000073
npc,48201,1500000074
npc,48208,1500000075
npc,48274,1500000076
npc,48298,1500000077
npc,48300,1500000078
npc,48302,1500000079
npc,48303,1500000080
npc,48305,1500000081
npc,48307,1500000082
npc,48309,1500000083
npc,48311,1500000084
npc,48313,1500000085
npc,48315,1500000086
npc,48317,1500000087
npc,48319,1500000088
npc,48320,1500000089
npc,48321,1500000090
npc,48322,1500000091
npc,48323,1500000092
npc,48324,1500000093
npc,48325,1500000094
npc,48326,1500000095
npc,48327,1500000096
npc,48328,1500000097
npc,48329,1500000098
npc,48330,1500000099
npc,48331,1500000100
npc,48332,1500000101
npc,48333,1500000102
npc,48334,1500000103
npc,48335,1500000104
npc,48336,1500000105
npc,48337,1500000106
npc,48338,1500000107
npc,48339,1500000108
npc,48340,1500000109
npc,48341,1500000110
npc,48342,1500000111
npc,48343,1500000112
npc,48344,1500000113
npc,48345,1500000114
npc,48346,1500000115
npc,48347,1500000116
npc,48348,1500000117
npc,48349,1500000118
npc,48350,1500000119
npc,48351,1500000120
npc,48352,1500000121
npc,48353,1500000122
npc,48354,1500000123
npc,48355,1500000124
npc,48356,1500000125
npc,48357,1500000126
npc,48358,1500000127
npc,48359,1500000128
npc,48360,1500000129
npc,48361,1500000130
npc,48362,1500000131
npc,48363,1500000132
npc,48364,1500000133
npc,48365,1500000134
npc,48366,1500000135
npc,48367,1500000136
npc,48368,1500000137
npc,48369,1500000138
npc,48370,1500000139
npc,48371,1500000140
npc,48372,1500000141
npc,48373,1500000142
npc,48374,1500000143
npc,48375,1500000144
npc,48376,1500000145
npc,48377,1500000146
npc,48378,1500000147
npc,48379,1500000148
npc,48380,1500000149
npc,48381,1500000150
npc,48382,1500000151
npc,48383,1500000152
npc,48384,1500000153
npc,48385,1500000154
npc,48386,1500000155
npc,48387,1500000156
npc,48388,1500000157
npc,48389,1500000158
npc,48390,1500000159
npc,48391,1500000160
npc,48392,1500000161
npc,48393,1500000162
npc,48394,1500000163
npc,48395,1500000164
npc,48396,1500000165
npc,48397,1500000166
npc,48398,1500000167
npc,48399,1500000168
npc,48400,1500000169
npc,48401,1500000170
npc,48402,1500000171
npc,48403,1500000172
npc,48404,1500000173
npc,48405,1500000174
npc,48406,1500000175
npc,48407,1500000176
spawngroup,48038,60000000
spawngroup,48040,60000001
spawngroup,48057,60000002
spawngroup,48060,60000003
spawngroup,48062,60000004
spawngroup,48064,60000005
spawngroup,48065,60000006
spawngroup,48066,60000007
spawngroup,48067,60000008
spawngroup,48073,60000009
spawngroup,48074,60000010
spawngroup,48077,60000011
spawngroup,48081,60000012
spawngroup,48093,60000013
spawngroup,48094,60000014
spawngroup,48095,60000015
spawngroup,48097,60000016
spawngroup,48099,60000017
spawngroup,48104,60000018
spawngroup,48106,60000019
spawngroup,48110,60000020
spawngroup,48120,60000021
spawngroup,48123,60000022
spawngroup,48126,60000023
spawngroup,48129,60000024
spawngroup,48131,60000025
spawngroup,48132,60000026
spawngroup,48133,60000027
spawngroup,48135,60000028
spawngroup,48138,60000029
spawngroup,48140,60000030
spawngroup,48142,60000031
spawngroup,48144,60000032
spawngroup,48146,60000033
spawngroup,48154,60000034
spawngroup,48157,60000035
spawngroup,48163,60000036
spawngroup,48164,60000037
spawngroup,48173,60000038
spawngroup,48177,60000039
spawngroup,48182,60000040
spawngroup,48187,60000041
spawngroup,48188,60000042
spawngroup,48194,60000043
spawngroup,48196,60000044
spawngroup,48197,60000045
spawngroup,48199,60000046
spawngroup,48208,60000047
spawngroup,48274,60000048
spawngroup,48298,60000049
spawngroup,225269,60000050
spawngroup,225270,60000051
spawngroup,225273,60000052
spawngroup,225276,60000053
spawngroup,225282,60000054
spawngroup,225283,60000055
spawngroup,225284,60000056
spawngroup,225285,60000057
spawngroup,225286,60000058
spawngroup,225287,60000059
spawngroup,225288,60000060
spawngroup,225289,60000061
spawngroup,225307,60000062
spawngroup,225310,60000063
spawngroup,225311,60000064
spawngroup,225312,60000065
spawngroup,225313,60000066
spawngroup,225314,60000067
spawngroup,225315,60000068
spawngroup,225316,60000069
spawngroup,225317,60000070
spawngroup,225318,60000071
spawngroup,225319,60000072
spawngroup,225320,60000073
spawngroup,225321,60000074
spawngroup,225322,60000075
spawngroup,225323,60000076
spawngroup,225324,60000077
spawngroup,225325,60000078
spawngroup,225326,60000079
spawngroup,225327,60000080
spawngroup,225328,60000081
spawngroup,225329,60000082
spawngroup,225330,60000083
spawngroup,225331,60000084
spawngroup,225332,60000085
spawngroup,225333,60000086
spawngroup,225334,60000087
spawngroup,225335,60000088
spawngroup,225336,60000089
spawngroup,225337,60000090
spawngroup,225338,60000091
spawngroup,225339,60000092
spawngroup,225340,60000093
spawngroup,225341,60000094
spawngroup,225342,60000095
